UBCF1,UBCF2,PAM,IBCF,POP,RANDOM,CONTENT,REAL,AVERAGE
4,4,3.4,0,3.230317962,3.256739784,4.154929577,4,3.148855332
3.410377358,3.407582938,3.75,4.169051583,3.333960539,5,2.298765581,4,3.624248286
2.699821238,2.890266549,3.2,2.812420662,2.833622164,3.063000214,3.178925035,5,2.95400798
3.444866688,3.495589101,1,3.827272618,3.314854577,4.70897755,3.193507063,4,3.283581085
3.056537102,3.152516563,4,2.642693228,3.066428048,4.156383814,3.032201466,2,3.300965746
3.480249555,3.659850771,3.25,3.800394682,3.973677712,1.641432368,4.153846154,3,3.422778749
3.370149254,3.148454238,3.235294118,3.238860961,2.505297642,3.494499297,3.086289042,3,3.15412065
3.004980406,3.342546295,4,3.324504431,3.174128342,3.312970318,3.164027866,3,3.331879665
3.981450374,3.949960721,3,4.274502242,3.931357513,4.008295771,3.810486073,4,3.850864671
3.555441946,3.549019333,3.166666667,3.222756802,2.517371016,4.604081879,3.481375358,3,3.442387571
3.048481376,3.064017054,3.133333333,4.45298085,3.125057152,5,2.33106267,5,3.450704634
3.160492744,3.324718825,3.5,3.323507899,3.016603787,2.47193542,3.933085502,5,3.247192025
4.275558781,3.578746369,4,3.819809263,3.575454638,2.157141086,3.571428571,4,3.56830553
3.993103448,3.839129215,2.142857143,4.265786862,2.798693543,1.980267941,3,3,3.145691165
3.351851852,3.362486075,1.333333333,4.234452798,3.592852614,2.883562734,2.9,4,3.094077058
3.222222222,2.899730334,4,3.454174073,2.511110857,2.455464295,3.100719424,1,3.091917315
4.093836595,4.17322123,3.666666667,4,4.430710253,4.021534558,3.346153846,4,3.961731878
3.398355237,3.58507593,2.5,3.957644421,3.46676029,4.623816758,3.197345802,4,3.532714063
3.486314792,3.445783133,3.186440678,4.337506154,3.056635136,3.376612164,3.140096618,3,3.432769811
3.473171318,2.963593109,2.5,3.67474587,3.393450605,2.209497844,2.338709677,2,2.936166918
3.594594595,3.594594595,3,3.749184656,3.879380234,3.546525938,3.966666667,5,3.618706669
3.993103448,3.986111111,3,4.252919357,4.360949731,3.68559058,3.897435897,3,3.882301446
3.388888889,3.533627595,2,3.450022787,3.671826114,3.031322931,2.314058957,5,3.055678182
2.700046092,2.458430805,1,3.966984812,2.842067931,5,1.820512821,5,2.826863209
3.133333333,3.514253892,2.5,3.146521284,3.326783939,4.841115794,2.1796875,4,3.234527963
3.585454545,3.621283898,3,4.042963136,4.283346961,4.413526339,3.040153846,4,3.712389818
3.456621005,3.621876979,3.471698113,0,3.538440614,2.268966749,3.333333333,3,2.81299097
4.145833333,4.210899752,3.745454545,4.336238621,4.414102456,4.532954499,4.25,5,4.233640458
3.49046017,3.601091082,1,2.78476091,3.284202594,4.257607913,3.370743034,2,3.112695101
1.867572156,1.875,3,1.253686999,1,1,1.587073982,1,1.654761877
2.990044305,2.943532512,4.5,3.22151689,3.295901806,4.487985385,2.731411229,3,3.452913161
3.713487533,3.824825572,2.307692308,3.397497646,3.840624075,5,3.012125711,5,3.585178978
3.944144678,3.556193787,2.307692308,3.846386706,4.226293578,1.929623954,3.747540984,5,3.365410856
3.995240306,4.111139243,5,4.519990423,4.50692225,4.931396205,3.052631579,4,4.302474287
4.077669903,4.077669903,3.604651163,3.817837504,4.140830338,1.787462091,3.872274143,4,3.625485006
3.647750182,3.768178968,1.666666667,4.258291784,3.90655578,3.652782379,3.363636364,4,3.466266018
3.8125,4.076894907,3.404109589,4.184623582,4.171168076,2.701693247,4.150537634,4,3.785932434
4.261538462,4.275648451,3.454545455,3.784454445,4.949557901,4.356823432,4.036798148,4,4.15990947
3.806451613,3.806451613,3,3.452370321,3.47100874,3.546177779,2.226297077,2,3.329822449
3.46491352,3.763756093,3.923076923,3.578488844,3.719836126,2.400579536,1.400629496,3,3.178754363
3.572002337,3.969008433,4,4.627626662,4.339995833,3.634027637,3.666666667,4,3.972761081
3.995441131,3.79834258,4,4.330918462,4.064024552,4.498894235,3.76146789,5,4.06415555
2.833969396,3.176470588,3,2.64143656,2.024385538,5,3.08,3,3.10803744
2.968,2.968,2.894736842,3.507494647,2.67497805,3.447718849,2.203522505,1,2.952064413
3.367185988,3.143079689,4.285714286,3.929832253,2.996737896,3.948650298,1.096662332,3,3.25255182
3.773752028,3.826227692,2.25,3.999966459,3.939757361,4.28804389,3.576829268,4,3.664939528
3.401543065,3.151235351,4,4.342565273,3.498300313,2.056760931,3.159010601,4,3.372773648
4.214847915,4.337567713,3.732142857,4.401568859,4.575380937,4.419585435,4.885386819,5,4.366640077
3.603448276,4.016774045,2.75,3.910776078,3.865383926,3.631938413,3.044760936,5,3.546154525
3.545454545,3.545454545,4,3,3.234007533,3.395261023,3.02,3,3.39145395
3.352788298,3.239762416,3.166666667,3.567711207,2.280013715,3.807722376,3.082191781,2,3.213836637
3.509405829,3.772277538,3.485714286,4.043440472,3.59052642,4.127932083,3.149438139,3,3.668390681
4.082415546,4.225345453,3,4.163619609,4.220313747,5,4.865820838,3,4.22250217
3.386666667,3.378378378,2.76,3.719333242,3.22045202,3.384541578,3.162162162,4,3.287362007
3.217948718,2.982664162,3,3.090601614,2.591742156,4.571240918,2.222372358,2,3.096652847
3.259243126,3.558982409,1,3.528968231,2.980117818,3.711227034,2.915831663,2,2.993481469
3.84279476,4.11020159,3.285714286,4.470653396,4.16057438,3.874594524,3.650793651,5,3.913618084
3.789655425,3.613267494,1,4.620007449,3.338703585,2.269469686,4.596491228,5,3.318227838
3.125,3.12345679,3,4,3.155643162,2.593250812,2.666666667,4,3.094859633
3.222567538,3.021749831,3.9375,3.371699137,3.061324211,3.261304519,2.918918919,3,3.256437736
2.896551724,2.531654262,4,2.909508266,2.401537062,1.415251064,3.009645062,2,2.737735349
3.480446927,3.355509164,3.333333333,0,2.530397134,4.334977741,3.847787611,4,2.983207416
3.222815871,3.331692444,1,3.729961563,3.478083917,4.022503064,3.232240437,3,3.145328185
3.647009237,3.573243746,2.588235294,3.338261308,3.823483586,4.159245036,2.259259259,4,3.341248209
4.123676158,4,1,4.766790163,4.505551897,4.522147663,3.201905244,5,3.731438732
3.669565217,3.669565217,1,3.762788001,3.609223818,5,4.1,2,3.544448893
3.477921493,3.805644361,4,3.783882694,3.807483058,2.732206874,3.608091338,3,3.602175688
3.383248731,3.3739848,3.605263158,3,2.519372307,4.208767101,3.013973172,3,3.300658467
1.867572156,1.875,2,1.269230769,1.242165249,1,1.808690404,1,1.580379797
3.877989922,3.855813529,2.828571429,3.936016242,3.77443819,4.366911802,3.075428571,4,3.673595669
3.83200197,3.899984701,1.333333333,4.029980984,4.049492268,5,4.063157895,5,3.743993022
4.551940957,3.994367681,3.846153846,4.914533395,4.721951285,5,2.491872366,5,4.217259933
3.629136847,3.582784716,2.65,3.868314271,3.741258717,3.860651693,3.569823435,4,3.55742424
3.016129032,3.019230769,2.971428571,3.083643123,2.741690385,2.543914119,3.046619068,3,2.917522153
4.098271783,4.163704816,4.111111111,3.855478722,4.595336866,4.15557429,4.104938272,4,4.154916551
3.376358023,3.569612302,3.5,3.435868737,3.668970793,4.230921692,4.084507042,5,3.695176941
3.842105263,3.842105263,3,0,3.4183142,3.271918207,4.428571429,3,3.114716337
3.374384236,3.280047934,3.611111111,3.675755026,2.845398693,4.815661439,3.242539081,4,3.549271074
4.171372118,4.111111111,3.05,2.985860922,4.196889247,3.301765525,3.721518987,4,3.648359701
1.540229885,1.74468549,4.5,2.415961717,1.915916237,1,1.371279534,1,2.069724695
3.67791411,3.67791411,1,4,3.558697185,4.437870923,3.696923077,2,3.435617058
3.326086957,3.326086957,3,3.811337424,3.759378488,3.183821352,3.299401198,4,3.386587482
3.586074223,3.668161435,3.805555556,3.435453377,3.363880288,3.569188962,3.686781609,3,3.587870779
3.89352779,3.827014994,4,3.313895661,3.638367853,5,4.085287846,4,3.965442021
3.679548054,3.367998177,3.25,3.869392325,3.394730344,4.29887616,3.004118051,3,3.55209473
3.865168539,3.865168539,3,0,2.74715816,3.225578081,3.296875,1,2.857135474
3.128229295,3.40602272,2.916666667,3.365791116,2.830647729,3.505273589,3.131428571,2,3.183437098
3.88372093,3.88372093,1,4.635854996,4.389272827,3.668526548,3.981237945,5,3.634619168
3.335392098,3.480446927,2.666666667,3.21252192,3.334664892,2.20762114,2.956331878,2,3.027663646
3.494714695,3.365464653,3.533333333,2.878537099,3.641660251,3.487020093,3.277351248,4,3.382583053
3.3,3.3,4,2.988351042,3.335305117,1.76269714,3.009478673,3,3.099404567
3.103448276,3.27971948,2.80952381,3.539615404,3.156033223,2.477284136,2.575757576,5,2.991625986
3.175510204,3.175510204,3.571428571,3.268384806,3.245758486,2.813689449,3.034738502,4,3.183574318
3.147164565,3.011603504,2,3.594609215,3.362421462,3.391765715,3.16957606,4,3.09673436
3.162347428,3.328679935,4,3.123717696,3.678542619,2.798645787,3.542667271,3,3.376371534
3.266666667,3.266666667,3,4.506440842,3.884730805,2.344295733,3.962962963,5,3.461680525
3.274948802,3.142892242,1,3.72704895,3.295455087,2.832980974,3.16957606,3,2.920414588
3.648339432,3.463909099,1,4.321968884,3.357718013,1.839601909,3.782608696,1,3.059163719
4.102105028,4.388230722,1,4.526574973,4.1565158,3.064550981,3.975232198,5,3.6018871
4.046758898,4.303103166,2.666666667,3.50735802,3.971865024,3.559347445,3.702702703,4,3.679685989
3.24925816,3.25147929,3.642857143,3.715057556,3.699088174,4.354957378,2.908355795,4,3.545864785
3.311698911,2.770815439,2,3.110038466,2.949543324,1.465233198,2.915492958,3,2.646117471
3.485549133,3.502923977,3.764705882,2,2.695246039,3.683648705,3.027878788,3,3.165707503
4.327526162,4.115516193,1.666666667,3.841023076,4.785736172,4.752161434,3.064516129,5,3.793306548
3.895238095,3.972490765,3.230769231,4.621791393,4.021700557,2.976440219,2.375603865,5,3.584862018
3.18,3.392295144,3.285714286,3.655894185,3.481443946,2.859547552,1.296551724,5,3.021635262
3.869470037,3.814386866,3.347826087,4.304655165,4.055455738,3.778172422,4.075892857,4,3.892265596
3.32,3.324324324,1,2.611523754,1.895915977,4.237805812,3.368421053,2,2.822570131
3.847953216,3.675484114,3,4.153500954,3.755517119,5,3.134221311,5,3.795239531
3.638190955,3.575589264,3.166666667,3.896209142,3.836035905,4.294278152,3.622641509,3,3.718515942
3.891826923,3.670641171,3,3.609132584,3.396719175,4.089356022,3.148595506,3,3.543753054
4.34577441,4.403037726,3.444444444,4.708065376,4.866265592,5,4.615384615,5,4.483281738
3.906896552,3.572822157,1,3.208163616,3.352019889,3.708938704,3.512820513,4,3.180237347
4.09463211,4.19378607,4,5,4.401965667,1.160571204,4.483221477,5,3.904882361
4.157667423,4.617930806,3.5,4.585524423,4.727645834,2.673070343,3.957468992,4,4.031329689
3.737588652,3.725352113,4,4.167778581,3.268371358,4.769951317,3.31122449,4,3.854323787
3.906896552,3.906574394,2.333333333,4.403169867,3.918021799,5,5,5,4.066856564
3.626459762,3.761061947,3.677419355,4.022477875,3.687228733,4.492881872,2.218860313,4,3.640912837
3.731188498,3.630434783,2.4,4.032655132,3.917634542,3.734323726,4.173913043,3,3.660021389
3.839827597,3.842105263,3.157894737,3.987732754,4.340128809,3.18588428,4.555555556,3,3.844161285
3.460587403,3.678063923,4.078947368,4.073313092,3.495421881,3.512448438,2.914529915,1,3.601901717
3.044509367,3.031228661,2,3.904812089,3.442692304,1.425583643,3.009166016,3,2.836856011
3.764150943,3.76635514,4,5,3.984475559,4.525073383,4.898652022,4,4.27695815
3.53030303,3.507692308,3.365853659,0,2.594754877,2.951033996,4.178571429,4,2.875458471
3.589285714,3.636363636,3.702702703,0,3.06959017,4.67978042,1.071174377,1,2.821271003
3.586227258,3.665467626,2.538461538,3.808795367,2.829448191,5,3.912392538,4,3.620113217
3.731707317,3.847156277,3,3.386614551,3.267520988,3.776731021,3.959586888,3,3.567045292
3.606451613,3.691431097,1.8,4.136137223,3.88867135,4.258846831,3.875862069,5,3.608200026
3.4,3.390625,3,3.867766482,3.381574266,3.271711608,2.161016949,4,3.210384901
3.385416667,3.294160564,4,3.430933938,3.646504551,3.298982438,3.394736842,3,3.492962143
3.256585182,3.018780142,2.5,3.685341021,2.976097767,4.543565073,1.629417383,2,3.087112367
2.889734551,3.065957846,1.333333333,3.854597901,2.728474573,4.142989263,2.58746406,4,2.943221647
3.744791667,3.74611399,2,4.031015643,3.159641006,1.818826909,3.724137931,2,3.174932449
3.960481554,3.87068184,1.333333333,4.130106078,3.98278905,4.366286601,2.53271028,4,3.453769819
3.607012054,3.691918736,3.773584906,3.693911769,3.833675799,3.484128489,3.183333333,3,3.609652155
3.088956302,3.207337835,3.894736842,3.197898151,3.0496866,2.926168786,3.016348774,3,3.197304756
4.024253235,4.02903808,4,4.6299177,3.933203201,2.292899927,3.789072073,5,3.814054888
4,4.010148349,3.4,4.220744389,3.230317962,4.167037695,4.267175573,3,3.899346281
3.177419355,3.315288579,3,2.929255986,3.418566435,3.175757904,1.220588235,4,2.890982356
3.603448276,3.603448276,2,3,2.645271639,3.508949665,3.044760936,2,3.057982685
3.548626154,4.157232914,2.75,3.332099177,3.60370504,4.290387861,4.86259542,5,3.792092367
3.22147157,3.415446005,4,2.546153872,3.110485214,2.825303502,3.371040724,1,3.212842984
1.865468461,2.08009551,4,1.948051728,1.41259165,1,1.058275058,1,1.909211772
3.902367417,4.152702212,2.75,4.483351684,4.038325678,4.272467036,4.103448276,5,3.957523186
3.850433727,3.93331545,3.5,4.808227511,3.707938789,4.219099683,4.939347991,4,4.136909022
3.573834114,3.568965517,3.2,3.82931497,3.504642064,3.433406705,4,4,3.587166196
2.346451817,2.365400662,3.486910995,3.217374347,1.922288539,3.903176784,1.409292035,3,2.664413597
3.354166667,3.443919307,1,3.055441759,3.212101006,4.890049519,2.042635659,3,2.999759131
3.456621005,3.692254533,4,4.050760395,3.736244783,2.093099006,3.069631546,3,3.442658752
4.125567038,4.329363187,2.833333333,4.426548615,4.733452972,3.794875955,3.764940239,5,4.001154477
3.0390625,2.916234312,1,3,2.926316233,2.9858184,2.113574841,2,2.568715184
3.255172414,3.256849315,4.010582011,3.359978096,3.021197005,4.516082889,3.512635379,4,3.561785301
3.681784688,3.973666971,2.111111111,4.036729507,4.208214741,4.326280906,3.189497717,2,3.646755092
3.315992586,3.397569409,4,2.995508418,2.872134812,3.991370034,3.144078144,4,3.388093343
3.857967377,3.875912409,1,4.231407938,4.741171455,4.157305521,3.664957265,5,3.646960281
3.440750657,3.509554799,4,3.810306371,3.532310121,3.506796909,3.271777003,4,3.581642266
3.175510204,3.175510204,3.365853659,0,2.247877022,2.428107834,3.001160901,3,2.484859975
3.719512195,3.699901112,3.347826087,3.972334559,4.059371602,4.655704559,3.820076046,2,3.896389451
3.5,3.5,2.275862069,3.409588951,2.875181647,3.459123821,2.324137931,2,3.049127774
3.847953216,3.861719626,3.592592593,4.291268257,3.642844346,4.257826936,3.071545603,4,3.795107225
3.949152542,4.161893058,1.666666667,3.781865188,4.317681083,3.784630854,4.066666667,4,3.675508008
3.729912662,3.491377084,3,3.785109175,3.483932951,2.632270428,2.103806838,3,3.175201305
3.080989262,3.03908244,3.5,3.366689717,3.346342463,3.393147746,3.218045113,4,3.277756677
3.452183766,3.381172815,2.777777778,3.521351719,3.163421552,4.809397881,3.301587302,2,3.486698973
3.480640174,3.343157951,3,3.75902169,3.766336022,4.036780876,2.666666667,4,3.436086197
3.328125,3.782091955,3.894736842,3.682616293,3.774792498,2.061718315,3.810810811,4,3.476413102
3.875912409,3.717203979,1,3.783627517,3.317279377,4.210144912,3.117723719,2,3.288841702
3.538739601,3.415841584,3.25,3.577822718,3.726519491,3.387242388,4.854166667,4,3.678618921
1.867572156,2.086911419,3,1.081595243,2.023824422,3.414298853,1.329055333,1,2.114751061
3.464348829,3.325518544,3.992,2.7328659,2.935950604,3.218499923,3.473684211,3,3.306124001
2.934256647,2.779739279,4,3.318818339,2.644422482,4.411026745,2.676382511,3,3.252092286
2.964279453,2.859649123,2,3.207328491,2.731805914,2.12122303,2.227520863,4,2.587400982
3.386666667,3.328778596,3.111111111,2.690821875,3.701959886,2.694617097,3.25,2,3.166279319
3.633333333,3.487386757,4,3.794583493,3.74100607,3.049112622,3.943502825,3,3.664132157
3.236073009,3.334446062,1.666666667,3.805754841,2.729170019,5,3.5,3,3.324587228
3.746268657,3.776119403,3.145833333,4,3.843173036,3.987412164,3.666666667,5,3.737924751
3.541353383,3.539325843,5,3,3.577911863,4.090179083,3.147898908,3,3.699524154
3.503264305,3.674418605,4.428571429,3.969690184,3.861926388,2.287304118,1.740196078,4,3.352195872
3.993103448,3.975908635,1,4.417992732,3.911928707,3.332260363,5,5,3.661599126
3.003623748,2.934664333,3,2.630612181,2.353432641,1.938931045,3.020807324,3,2.697438753
3.47222702,3.417475728,2.333333333,3.04764046,3.308706402,2.586124724,3.308413078,5,3.067702964
3.676136364,3.674285714,3,4.205620892,3.667689964,2.725147887,3.721943049,4,3.52440341
3.621369439,3.589229758,4.333333333,3.665808377,3.706384054,1,4.059405941,5,3.425075843
3.968271267,3.957761373,3.846153846,4.310350144,4.285083964,2.685822866,4.054357204,4,3.872542952
2.857855362,2.859649123,3.176470588,1.441834115,1.445048918,2.80149816,2.200992556,1,2.39762126
3.981947215,4.133244192,3,4.360532514,4.143740914,3.632346799,3.739837398,4,3.855949862
3.888027321,3.950819672,3.875,4.482328482,3.481165297,3.539101905,3.275590551,3,3.784576175
3.971108742,4.312001977,4,4.348648683,4.104115152,1.878686166,4.333333333,4,3.84969915
3.002368095,3.152815013,3.5,3.22282072,2.668718879,3.320739172,3.012623986,5,3.125726552
3.724875429,3.993300688,2,4.146922077,4.363723515,2.852298258,4.149019608,5,3.604305654
4.579591404,3.763302485,5,4.911642974,4.310387126,4.582911901,3.88,4,4.432547984
3.321975773,3.420572314,4,3.679793756,3.326462462,2.064001422,3.001960784,4,3.259252359
3.409237202,3.393979787,3.427480916,4.127009491,2.750941111,2.658041069,3.833333333,4,3.371431844
4.174583123,4.229448334,2,3.808524495,4.13131873,4.135691836,4.103218646,5,3.797540738
3.8625,3.845559875,3,3.841963362,3.323817925,2.904578443,3.717587235,3,3.499429548
3.47785794,3.6875,3,3.956825207,2.873124516,3.937340701,4.939122227,4,3.695967227
3.121212121,3.391361796,3,3.148510604,3.889515789,4.392142339,2.954545455,3,3.413898301
3.885660575,3.627435843,2.5,3.084320334,4.075211604,4.066399654,3,4,3.462718287
3.50463839,3.754523724,3.6,4.188782626,3.74430599,3.492996381,4,5,3.755035302
3.643332451,3.53022503,4,3.628891019,3.426797082,3.661375765,3.772990962,3,3.66623033
3.149920993,3.029629812,4,3.398024567,3.032873447,1,2.538958417,3,2.878486748
3.489885976,3.759606789,2,4.045851795,3.661970618,3.540482068,2.550633686,4,3.29263299
3.782792816,3.645877703,5,4.224605038,3.848789736,3.401285674,3.491735537,4,3.913583786
3.017837333,2.566773578,2.25,3.339632921,2.927676662,3.917973976,2.830851064,5,2.978677933
3.518518519,3.551008838,4,3.452853801,3.396211311,2.777451828,4.772365805,4,3.6383443
4.011904762,4.011904762,2.6,0,3.373275545,5,2.5,2,3.071012153
3.02016129,3.016064257,2,2.883024246,3.058760103,2.986871283,2.965289256,3,2.847167205
3.934782609,3.934782609,2.5,3.468438538,4.114756117,3.478088705,4,3,3.632978368
3.053284881,2.813743329,3.818181818,3.574251317,2.765000884,5,3.339506173,4,3.480566914
2.931210714,2.922317685,2,2.003587291,2.507806595,1.958303469,2.731005191,1,2.436318706
3.99047619,4,2.366666667,0,3.810139774,5,3.538461538,2,3.243677739
4.37254902,4.405940594,3.571428571,4.806105762,4.735099461,3.800613104,3.687432868,5,4.197024197
3.676771697,3.823977018,1,4.38202649,4.594072606,5,4.390243902,5,3.838155959
3.716298367,3.702910506,2.75,3.48129577,3.324311539,3.189236432,3.148562008,4,3.330373517
3.786949065,4.022511397,3.333333333,3.995098261,3.509511957,2.821051839,3.666666667,3,3.590731788
3.629268293,3.545996415,2,3.878434226,3.983429865,3.309747205,3.902946274,5,3.464260325
2.991805203,2.975919013,3.75,3.296660287,3.063543749,3.014950791,3.708367328,2,3.25732091
3.412844037,3.412844037,3.125,3.620576978,3.097690049,3.897197218,3.16254417,3,3.389813784
3.413616495,3.62961796,1,4.021488571,3.766327447,3.913114224,3.805555556,3,3.36424575
3.954643094,3.888888889,3.75,3.779469608,4.145726549,4.728914524,3.435400069,5,3.95472039
4.270588235,4.369124287,3,4.506075851,4.66259596,4.597369673,4.723124517,3,4.304125503
2.476190476,2.476190476,2.666666667,1.99624213,1.839398704,2.079682705,2.001344086,2,2.219387892
3.255172414,3.256849315,4.010582011,4,3.404724663,4.277770609,3.387867647,3,3.656138094
4.346191138,4.454844366,3.347826087,4.637874536,4.41258668,4.100536034,4.002533249,5,4.186056013
3.359262502,3.191780822,3,3.842139812,3.67325793,2.45949585,3.159010601,4,3.240706788
3.420558164,3.545740162,4,3.171820054,3.229842161,1.825009275,2.955823293,1,3.164113301
3.378640777,3.378640777,2.666666667,0,2.138265324,2.308365718,3.096539162,3,2.423874061
3.366550818,3.354166667,2.8,3.711078136,3.331529374,2.368209783,3.023809524,2,3.136477757
3.635967642,3.92949194,3.75,3.844219621,3.688073116,4.017617738,3.896103896,4,3.823067708
3.309188743,3.305048165,4.196428571,3.59127838,3.655829669,3.182827342,3.978021978,5,3.602660407
2.867989051,2.959760757,4.5,4.330578307,2.711779168,2.837388305,2.08680248,3,3.184899724
4.041666667,4.041666667,3.846153846,5,4.079838224,2.960307822,3.363636364,5,3.904752798
3.680783116,3.685673337,4,3.372727893,2.934548408,4.735949671,3.772251309,2,3.740276248
3.376489823,3.498813156,4,2.738196877,3.277187472,2.88988876,2.9425,2,3.246153727
2.934256055,2.934256055,2,3,3.663205953,3.330694977,4.117647059,3,3.140008586
4.356512365,4.349654257,1,4.340324654,4.560614863,1.964879282,4.237410072,5,3.544199356
4.056599826,3.871896018,3.375,4.076972227,3.925104559,3.400912458,3.172306544,4,3.696970233
3.150134048,3.152815013,4,4.072661821,3.234557949,3.414682769,3.253659515,5,3.468358731
3.516310409,3.440790906,2,3.835162518,3.353246873,3.141536866,3.810810811,5,3.299694055
3.34047424,3.314305768,4.666666667,3.309330471,3.451167227,4.133617075,2.0472879,4,3.466121335
3.213502064,3.197970889,4,3.83616069,3.741517953,1.88247558,2.484470247,3,3.193728203
3.681415929,3.638818261,3.25,3.06408252,4.018231203,4.067339172,3.65,3,3.624269584
2.702100864,2.669783839,3.6,2.932101253,2.848909924,2.311234404,3.515151515,3,2.9398974
3.146410951,3.301001072,2.846153846,2.973608407,3.337671698,3.612002969,3.252602183,2,3.20992159
3.9452048,3.822771366,3.772727273,4.024402293,4.140129051,3.108295013,3.853658537,5,3.809598333
3.004761905,2.815101882,2.769230769,1.852841679,2.293674984,2.876382921,2.692307692,2,2.614900262
3.450318799,3.221291956,2,3.505373239,3.21320591,3.462238203,3.252173913,4,3.157800289
3.892523364,3.882075472,3.28,5,4.00973761,3.152416582,3.962121212,5,3.88269632
3.965909091,3.646498492,3.6875,3.933275267,3.724336016,4.2946211,3.988372093,2,3.891501723
3.143879564,2.757625965,4,2.759576064,2.36331347,2.223410328,3.340659341,2,2.941209247
3.346153846,3.346153846,1.5,4.011676942,3.896002327,4.29437894,3.4,5,3.399195129
3.360980377,3.30133945,4,3.912018275,3.754544949,2.940742375,3.59592145,5,3.552220982
2.839241067,3.004784689,5,2.920241622,2.542699055,2.073197934,2.9875,1,3.052523481
3.401639344,3.031638371,3.951612903,3.492925863,1.907760709,2.651567138,3.536082474,1,3.1390324
3.312082053,3.381501403,1.428571429,3.480827996,3.362130081,2.616675713,1.678378378,3,2.751452436
2.857855362,2.864993735,2,3.010966126,3.177138396,3.125773562,2.440141831,4,2.782409859
3.4855735,3.550664341,4,4.1317508,3.711940904,2.033534301,3.237484485,4,3.450135476
3.514856145,3.767617972,3,3.874033287,3.921656837,3.211086928,3.43960396,4,3.53269359
3.638888889,3.654054054,2,4.015434387,3.402765538,3.126208787,3.912303665,2,3.392807903
3.809572402,3.71559633,3.555555556,2.327934904,3.233498659,3.24193331,3.014861996,3,3.271279022
3.467040136,3.226654227,3.428571429,3.205892638,3.812086604,1.768488426,3.219037016,4,3.161110068
4.066666667,4.320745343,2,4.051692638,4.188705191,5,4.090334237,4,3.959734868
3.99047619,4,4.1,5,4.42725824,3.900795673,2.171122995,3,3.941379014
3.50862069,3.372001815,3.893617021,3.867287335,3.746982677,3.189770127,3.120382963,4,3.528380375
4.496303909,4.192235714,3,4.500208819,4.619893773,4.253561299,3.490322581,5,4.078932299
3.958892306,3.856179252,3,4.85424109,4.077624597,2.119358701,2.171122995,4,3.433916992
3.873547086,4.028617312,1,3.9812297,3.957853978,4.860229319,4.166666667,3,3.695449152
3.450962405,3.50817931,4,3.833219294,3.722700626,4.391036457,4.428571429,4,3.904952789
3.617783399,3.823529412,4,4.023892721,3.167814883,3.918564849,3.147982063,4,3.671366761
3.737588652,3.50636007,2.882352941,4.192892841,3.771354539,3.124097762,3.211981567,3,3.489518339
3.720238174,3.931536624,1,3.993095232,3.656967551,5,3.227642276,4,3.504211408
3.347099789,3.322170108,4,3.74130475,3.099880485,1.875630365,3.721577726,4,3.301094746
4.363636364,4.363636364,1,4.256922928,3.746333203,4.047738402,4.181818182,4,3.708583635
3.263205069,3.313513514,5,3.536203473,3.767989479,3.711418655,3.241758242,3,3.690584062
3.123966942,3.49087578,2.647058824,3.239223093,3.677465117,3.616205398,3.15625,2,3.278720736
3.27740573,3.0446035,4,3.334229475,3.287264838,2.239758195,3.125,5,3.186894534
3.246538155,2.900949656,2.5,3.043441149,2.970140936,3.673984019,3.056057866,3,3.055873112
3.218929306,3.237837838,4,3.246522917,3.555773846,3.006602204,3.096957083,3,3.337517599
3.637362637,3.467146979,5,3.693119925,3.285770793,1,3.06714876,3,3.307221299
3.528525945,3.440528634,3.612903226,2.901633776,2.740198479,3.063729574,3.076242877,4,3.194823216
3.376271186,3.392442522,5,3.097236034,2.816620665,3.140883946,3.278275842,3,3.443104314
3.915500065,3.855863202,2.5,4.064239813,3.892830639,4.835831859,4.2,4,3.894895083
4.132410494,4.218927595,2.6,4.366502629,4.405361959,4.043265159,4.056818182,3,3.974755146
3.294117647,3.316948894,4,3.582718452,3.219812343,2.471964443,2.652173913,3,3.219676527
3.773938701,3.499265305,2,4.035201184,3.079060829,3.074877374,2.029090909,3,3.0702049
2.962421738,2.413072744,3,2.776716237,2.602458393,1.136959648,1.9,2,2.398804109
3.133333333,3.349786804,3.714285714,3.011559083,3.528956092,3.823081182,3,4,3.365857458
3.104754646,3.058162118,3,3.354801897,2.712304713,5,2.214703425,3,3.206389543
3.464635361,4.156801697,3,3.730727947,4.072451133,1.204244634,2.902425679,4,3.218755207
4.047808765,4.05577449,1.8125,3.812728291,4.370870336,5,3.992875105,3,3.870365284
3.185187106,2.896551724,5,3.910271988,2.690118372,3.32742839,2.965627302,3,3.425026412
3.333333333,3.41701891,3,3.55555448,2.761875039,3.420706612,3.6875,3,3.310855482
3.721362229,3.525772382,3,4.100653461,3.774776708,3.253132317,3.86027972,5,3.605139545
3.410437116,3.30253725,1.913043478,3.473781164,3.456997455,3.324534231,3.907417149,5,3.255535406
3.855176283,3.785100422,2.45,3.735136092,4.098834955,3.06375131,3.776173285,4,3.537738907
3.771539388,3.66771751,3,3.894817605,3.342967883,5,3.550898204,4,3.746848656
3.523910567,3.710784314,3,3.495387212,3.449137117,4.374171964,3.497129736,4,3.578645844
3.116513255,2.99382716,4,3.278077597,3.029947775,1.524539917,2.592715232,4,2.933660134
3.672778915,4.258051714,4,3.652547461,3.776003518,3.037646332,3.694767442,4,3.72739934
